"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State","max","min","mean"
"139"," The Hartford","Hartford, CT","Insurance",3.1,"$71k-$107k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT","107","71",89
"140"," Pure Storage","Mountain View, CA","Information Technology",3.8,"$158k-$222k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA","222","158",190
"142"," Coach","New York, NY","Retail",3.6,"$111k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","170","111",140.5
"144"," PwC","Tampa, FL","Accounting ; Legal",3.8,"$103k-$148k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL","148","103",125.5
"145"," Boston Scientific","Maple Grove, MN","Manufacturing",3.9,"$76k-$117k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN","117","76",96.5
"147"," Thomson Reuters","New York, NY","Information Technology",3.6,"$92k-$135k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","135","92",113.5
"148"," Marathon Oil","Oklahoma City, OK","Oil, Gas, Energy ; Utilities",3,"$75k-$112k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OK","112","75",93.5
"149",NA,"Cambridge, MA","Information Technology",3.6,"$85k-$129k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","129","85",107
"150"," comScore","New York, NY","Business Services",3.1,"$90k-$132k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY","132","90",111
"151"," Pivotal Software","New York, NY","Information Technology",3.9,"$113k-$164k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","164","113",138.5
"152"," Yieldbot","Portland, OR","Information Technology",3.6,"$81k-$129k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"OR","129","81",105
"153"," Navstar","Reston, VA","Information Technology",4.2,"$104k-$155k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"VA","155","104",129.5
"154"," Dstillery","New York, NY","Business Services",4.2,"$115k-$166k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","166","115",140.5
"155"," Cylance Inc.","Irvine, CA","Information Technology",4.1,"$100k-$143k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","143","100",121.5
"156"," 7Park Data","New York, NY","Business Services",3.4,"$76k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","122","76",99
"157"," SignalFx","San Mateo, CA","Information Technology",4.9,"$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","139","98",118.5
"159"," Eaze","San Francisco, CA","Information Technology",4.7,"$98k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","139","98",118.5
"160"," TrueAccord","San Francisco, CA","Information Technology",4.6,"$98k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","139","98",118.5
"161"," Opendoor","San Francisco, CA","Real Estate",4.7,"$138k-$193k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","193","138",165.5
"162"," Collective Health","San Francisco, CA","Information Technology",4.2,"$111k-$164k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CA","164","111",137.5
"163"," Qventus","Mountain View, CA","Information Technology",5,"$108k-$178k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","178","108",143
"164",NA,"New York, NY","Information Technology",4.7,"$81k-$119k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","119","81",100
"166",NA,"Pittsburgh, PA","Accounting ; Legal",5,"$45k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","74","45",59.5
"167"," Digital Reasoning","Nashville, TN","Information Technology",3.3,"$81k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TN","129","81",105
"168"," Ibotta","Denver, CO","Information Technology",4.4,"$77k-$111k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO","111","77",94
"170"," Vantiv","Cincinnati, OH","Finance",3.2,"$77k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"OH","110","77",93.5
"171"," Apple","Santa Clara, CA","Information Technology",4,"$133k-$187k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"CA","187","133",160
"173"," Uber","San Francisco, CA","Information Technology",4.2,"$113k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","158","113",135.5
"174"," Point72","New York, NY","Finance",4.2,"$110k-$168k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY","168","110",139
"175"," Stitch Fix","San Francisco, CA","Retail",3.8,"$155k-$218k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CA","218","155",186.5
"176"," RealSelf","Seattle, WA","Information Technology",4,"$109k-$157k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","157","109",133
"177"," Nextdoor","San Francisco, CA","Information Technology",4.6,"$87k-$126k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","126","87",106.5
"179"," Eventbrite","Nashville, TN","Information Technology",4.1,"$63k-$91k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TN","91","63",77
"181"," Shutterfly","Shakopee, MN","Information Technology",3.2,"$49k-$65k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN","65","49",57
"182"," Zynga","San Francisco, CA","Media",3.6,"$166k-$227k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","227","166",196.5
"183"," Demandware","Cambridge, MA","Information Technology",4.4,"$99k-$141k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","141","99",120
"184"," Ameren","Saint Louis, MO","Oil, Gas, Energy ; Utilities",3.9,"$140k-$198k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO","198","140",169
"185"," Credit Sesame","San Francisco, CA","Information Technology",3.9,"$118k-$168k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","168","118",143
"186"," Etsy","San Francisco, CA","Retail",3.4,"$130k-$181k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","181","130",155.5
"187"," Intel Corporation","Phoenix, AZ","Information Technology",3.7,"$76k-$113k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AZ","113","76",94.5
"188"," Tendril","Boulder, CO","Oil, Gas, Energy ; Utilities",4.2,"$105k-$148k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO","148","105",126.5
"190"," Seven Seven Softwares","McLean, VA","Business Services",3.5,"$194k-$283k(Glassdoor est.)",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"VA","283","194",238.5
"191"," Lubrizol Corporation","Cleveland, OH","Manufacturing",3.7,"$96k-$145k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH","145","96",120.5
"192"," Oscar Insurance","New York, NY","Insurance",3.7,"$120k-$176k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY","176","120",148
"193"," PredictX","Berkeley, CA","Business Services",4,"$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA","139","98",118.5
"194"," Apple","Santa Clara, CA","Information Technology",4,"$135k-$190k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","190","135",162.5
"195"," Smule","San Francisco, CA","Information Technology",4.1,"$144k-$204k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","204","144",174
"196"," BlueLine Associates","Manchester, NH","Business Services",4.5,"$93k-$147k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NH","147","93",120
"197"," Tapad","New York, NY","Information Technology",3.7,"$112k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","170","112",141
"198"," National Renewable Energy Lab","Golden, CO","Oil, Gas, Energy ; Utilities",3.3,"$70k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CO","106","70",88
"199"," Square","San Francisco, CA","Information Technology",4.4,"$124k-$172k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","172","124",148
"200"," Sensus","Morrisville, NC","Information Technology",3.5,"$97k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC","136","97",116.5
"201"," Sprout Social","Chicago, IL","Information Technology",4.9,"$95k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","139","95",117
"202"," Darwin Recruitment","New York, NY","Business Services",4.8,"$72k-$116k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","116","72",94
"203"," BuzzFeed","New York, NY","Media",3.5,"$96k-$145k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","145","96",120.5
"204"," Granular","San Francisco, CA","Information Technology",4.2,"$123k-$172k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","172","123",147.5
"205"," University of Utah","Salt Lake City, UT","Education",4.1,"$47k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UT","74","47",60.5
"206"," Instinet","San Francisco, CA","Finance",3.4,"$138k-$197k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","197","138",167.5
"207"," Wheelhouse (California)","San Francisco, CA","Travel ; Tourism",5,"$128k-$205k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","205","128",166.5
"208"," Engility","Springfield, VA","Business Services",3.2,"$77k-$116k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA","116","77",96.5
"209"," Salesforce.com, Inc.","San Francisco, TX","Information Technology",4.3,"$79k-$113k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX","113","79",96
"210"," View, Inc.","Milpitas, CA","Manufacturing",3.4,"$134k-$191k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"CA","191","134",162.5
"211"," The Climate Corp","Saint Louis, MO","Information Technology",3.6,"$96k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"MO","136","96",116
"213"," Lockheed Martin","Rochester, NY","Aerospace ; Defense",3.7,"$68k-$105k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","105","68",86.5
"214"," National Grid","Waltham, MA","Oil, Gas, Energy ; Utilities",3.5,"$62k-$96k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","96","62",79
"215"," JetSmarter","Fort Lauderdale, FL","Travel ; Tourism",3.6,"$67k-$103k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL","103","67",85
"216"," The Connors Group","New Jersey","Business Services",5,"$68k-$110k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ey","110","68",89
"217"," 6Sense","San Francisco, CA","Information Technology",4.3,"$130k-$181k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","181","130",155.5
"218",NA,"Boston, MA","Information Technology",4.3,"$71k-$102k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","102","71",86.5
"220"," Dropbox","San Francisco, CA","Information Technology",4.1,"$126k-$177k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","177","126",151.5
"221"," NBA","New York, NY","Arts, Entertainment ; Recreation",3.4,"$101k-$153k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY","153","101",127
"222"," PREDICTif Solutions","Houston, TX","Accounting ; Legal",2.8,"$90k-$138k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX","138","90",114
"224"," Remitly","Seattle, WA","Finance",4.5,"$82k-$121k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA","121","82",101.5
"225"," The Morning Consult, LLC","Washington, DC","Business Services",4.1,"$75k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","122","75",98.5
"227"," MITRE","McLean, VA","Business Services",3.7,"$116k-$173k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"VA","173","116",144.5
"228"," NCSOFT","San Mateo, CA","Media",2.8,"$120k-$166k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","166","120",143
"229"," Uber","San Francisco, CA","Information Technology",4.2,"$113k-$158k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","158","113",135.5
"231"," Radius Intelligence","San Francisco, CA","Information Technology",4,"$124k-$173k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","173","124",148.5
"232"," Snapchat ","Los Angeles, CA","Information Technology",3.9,"$120k-$171k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","171","120",145.5
"234"," Health Catalyst","Salt Lake City, UT","Information Technology",4.7,"$128k-$179k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UT","179","128",153.5
"235"," Levi, Ray & Shoup, Inc.","Woods Hole, MA","Information Technology",4,"$71k-$110k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA","110","71",90.5
"236"," Quora, Inc.","Mountain View, CA","Information Technology",4.4,"$118k-$174k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","174","118",146
"237"," Frontier Communications","Norwalk, CT","Telecommunications",2.6,"$78k-$122k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT","122","78",100
"239"," CBS Corp","New York, NY","Media",3.4,"$94k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","147","94",120.5
"240"," University of Southern California","Los Angeles, CA","Education",4.3,"$54k-$83k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA","83","54",68.5
"242"," Torch","Saint Louis, MO","Business Services",2.7,"$60k-$97k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"MO","97","60",78.5
"243"," Divvy","Brooklyn, NY","Transportation ; Logistics",3.8,"$38k-$49k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY","49","38",43.5
"244",NA,"New York, NY","Insurance",4.8,"$49k-$65k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","65","49",57
"245"," Geico","Chevy Chase, MD","Insurance",3.2,"$71k-$108k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD","108","71",89.5
"246"," University of Chicago","Chicago, IL","Education",3.8,"$56k-$88k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","88","56",72
"247"," INFOMATICS","Saint Petersburg, FL","Information Technology",3.8,"$68k-$109k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"FL","109","68",88.5
"248"," Tumblr","New York, NY","Information Technology",3.9,"$116k-$171k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","171","116",143.5
"249"," Red Ventures","Charlotte, NC","Business Services",3,"$63k-$97k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC","97","63",80
"250"," The Honest Company","Playa Vista, CA","Information Technology",3.1,"$86k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","125","86",105.5
"251"," RELX Group","Raleigh, NC","Media",3.6,"$87k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC","130","87",108.5
"252"," Wish","San Francisco, CA","Retail",4.6,"$119k-$166k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","166","119",142.5
"253"," UNC Chapel Hill","Chapel Hill, NC","Education",4,"$56k-$91k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC","91","56",73.5
"255"," Towers Watson","Philadelphia, PA","Business Services",3.3,"$73k-$112k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","112","73",92.5
"257"," Corning","Corning, NY","Manufacturing",3.6,"$74k-$114k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","114","74",94
"258"," Monsanto Company","Saint Louis, MO","Agriculture ; Forestry",3.9,"$64k-$108k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO","108","64",86
"259"," CGI","Washington, DC","Business Services",3.3,"$86k-$131k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC","131","86",108.5
"260"," Travelport","Atlanta, GA","Information Technology",3.5,"$89k-$125k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"GA","125","89",107
"262"," ShopRunner","Chicago, IL","Retail",4,"$84k-$121k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL","121","84",102.5
"263"," Uber","Pittsburgh, PA","Information Technology",4.2,"$74k-$110k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA","110","74",92
"264"," Levi Strauss","San Francisco, CA","Retail",3.5,"$136k-$191k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA","191","136",163.5
"266"," GOOGLE INC.","New York, NY","Information Technology",4.4,"$117k-$178k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY","178","117",147.5
"269"," SVAM International, Inc.","Jericho, NY","Information Technology",3.4,"$81k-$120k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY","120","81",100.5
"270",NA,"Miami, FL","Finance",3.8,"$70k-$109k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL","109","70",89.5
"272"," Digital Reasoning","Franklin, TN","Information Technology",3.3,"$81k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"TN","129","81",105
"273"," UTC Aerospace Systems","Charlotte, NC","Aerospace ; Defense",3.3,"$67k-$103k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NC","103","67",85
"274"," Mitek","San Diego, CA","Information Technology",3.9,"$100k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA","142","100",121
