"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State"
"149"," The Hartford","  – Hartford, CT","Insurance","3.1","$71k-$107k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"150"," Pure Storage","  – Mountain View, CA","Information Technology","3.8","$158k-$222k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"CA"
"151"," Visible Alpha Solutions","  – New York, NY",NA,"4.6","$78k-$123k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"152"," Coach","  – New York, NY","Retail","3.6","$111k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"153"," Crescent Solutions","  – Las Vegas, NV","Business Services","4.1","NA",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NV"
"154"," PwC","  – Tampa, FL","Accounting &amp; Legal","3.8","$103k-$148k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"155"," Boston Scientific","  – Maple Grove, MN","Manufacturing","3.9","$76k-$117k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN"
"156",NA,"  – Berkeley, CA",NA,"NA","$105k-$156k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"157"," Thomson Reuters","  – New York, NY","Information Technology","3.6","$92k-$135k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"158"," Marathon Oil","  – Oklahoma City, OK","Oil, Gas, Energy &amp; Utilities","3.0","$75k-$112k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OK"
"159",NA," Cambridge, MA","Information Technology","3.6","$85k-$129k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"160"," comScore","  – New York, NY","Business Services","3.1","$90k-$132k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY"
"162"," Pivotal Software","  – New York, NY","Information Technology","3.9","$113k-$164k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"163"," Yieldbot","  – Portland, OR","Information Technology","3.6","$81k-$129k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"OR"
"164"," Navstar","  – Reston, VA","Information Technology","4.2","$104k-$155k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"VA"
"165"," Dstillery","  – New York, NY","Business Services","4.2","$115k-$166k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"166"," Cylance Inc.","  – Irvine, CA","Information Technology","4.1","$100k-$143k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"167"," 7Park Data","  – New York, NY","Business Services","3.4","$76k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"168"," SignalFx","  – San Mateo, CA","Information Technology","4.9","$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"169"," BCForward","  – Indianapolis, IN","Information Technology","3.5","NA",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"IN"
"170"," Eaze","  – San Francisco, CA","Information Technology","4.7","$98k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"171"," TrueAccord","  – San Francisco, CA","Information Technology","4.6","$98k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"173"," Opendoor","  – San Francisco, CA","Real Estate","4.7","$138k-$193k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"174"," Collective Health","  – San Francisco, CA","Information Technology","4.2","$111k-$164k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CA"
"175"," Qventus","  – Mountain View, CA","Information Technology","5.0","$108k-$178k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"177",NA," New York, NY","Information Technology","4.7","$81k-$119k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"178"," Wells Fargo","  – Charlotte, NC",NA,"3.5","$69k-$108k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"NC"
"179",NA," Pittsburgh, PA","Accounting &amp; Legal","5.0","$45k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"180"," Digital Reasoning","  – Nashville, TN","Information Technology","3.3","$81k-$129k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TN"
"181"," Ibotta","  – Denver, CO","Information Technology","4.4","$77k-$111k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO"
"182"," Boehringer Ingelheim","  – Ridgefield, CT",NA,"3.4","$63k-$91k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"183"," Vantiv","  – Cincinnati, OH","Finance","3.2","$77k-$110k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"OH"
"184"," Apple","  – Santa Clara, CA","Information Technology","4.0","$133k-$187k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"CA"
"185"," Toptal","  – Remote","Business Services","4.5","$66k-$98k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"te"
"187"," Uber","  – San Francisco, CA","Information Technology","4.2","$113k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"188"," Point72","  – New York, NY","Finance","4.2","$110k-$168k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"NY"
"190"," Stitch Fix","  – San Francisco, CA","Retail","3.8","$155k-$218k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"CA"
"191"," RealSelf","  – Seattle, WA","Information Technology","4.0","$109k-$157k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"192"," Nextdoor","  – San Francisco, CA","Information Technology","4.6","$87k-$126k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"193"," Cardinal Solutions","  – Cincinnati, OH","Information Technology","4.2","NA",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"194"," Eventbrite","  – Nashville, TN","Information Technology","4.1","$63k-$91k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TN"
"196",NA,"  – Akron, OH","Business Services","NA","$39k-$52k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"197"," Shutterfly","  – Shakopee, MN","Information Technology","3.2","$49k-$65k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MN"
"198"," Zynga","  – San Francisco, CA","Media","3.6","$166k-$227k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"199"," Demandware","  – Cambridge, MA","Information Technology","4.4","$99k-$141k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"200"," Ameren","  – Saint Louis, MO","Oil, Gas, Energy &amp; Utilities","3.9","$140k-$198k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"201"," Credit Sesame","  – San Francisco, CA","Information Technology","3.9","$118k-$168k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"202"," Etsy","  – San Francisco, CA","Retail","3.4","$130k-$181k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"203"," Intel Corporation","  – Phoenix, AZ","Information Technology","3.7","$76k-$113k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AZ"
"204"," Tendril","  – Boulder, CO","Oil, Gas, Energy &amp; Utilities","4.2","$105k-$148k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CO"
"205"," IBM","  – Denver, CO",NA,"3.5","$101k-$146k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"CO"
"206"," Seven Seven Softwares","  – McLean, VA","Business Services","3.5","$194k-$283k(Glassdoor est.)",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"VA"
"207"," Lubrizol Corporation","  – Cleveland, OH","Manufacturing","3.7","$96k-$145k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"208"," Oscar Insurance","  – New York, NY","Insurance","3.7","$120k-$176k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY"
"209"," PredictX","  – Berkeley, CA","Business Services","4.0","$98k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"CA"
"210"," Apple","  – Santa Clara, CA","Information Technology","4.0","$135k-$190k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"211"," Smule","  – San Francisco, CA","Information Technology","4.1","$144k-$204k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"212"," BlueLine Associates","  – Manchester, NH","Business Services","4.5","$93k-$147k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NH"
"213"," Tapad","  – New York, NY","Information Technology","3.7","$112k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"214"," National Renewable Energy Lab","  – Golden, CO","Oil, Gas, Energy &amp; Utilities","3.3","$70k-$106k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CO"
"215"," Square","  – San Francisco, CA","Information Technology","4.4","$124k-$172k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"217"," Sensus","  – Morrisville, NC","Information Technology","3.5","$97k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NC"
"218"," Sprout Social","  – Chicago, IL","Information Technology","4.9","$95k-$139k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"219"," Darwin Recruitment","  – New York, NY","Business Services","4.8","$72k-$116k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"220"," BuzzFeed","  – New York, NY","Media","3.5","$96k-$145k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"221"," Granular","  – San Francisco, CA","Information Technology","4.2","$123k-$172k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"222"," University of Utah","  – Salt Lake City, UT","Education","4.1","$47k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UT"
"223"," Instinet","  – San Francisco, CA","Finance","3.4","$138k-$197k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"224"," Wheelhouse (California)","  – San Francisco, CA","Travel &amp; Tourism","5.0","$128k-$205k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"225"," Engility","  – Springfield, VA","Business Services","3.2","$77k-$116k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"226"," Salesforce.com, Inc.","  – San Francisco, TX","Information Technology","4.3","$79k-$113k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"227"," View, Inc.","  – Milpitas, CA","Manufacturing","3.4","$134k-$191k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"CA"
"228"," The Climate Corp","  – Saint Louis, MO","Information Technology","3.6","$96k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"MO"
"229"," Global Executive Solutions Group","  – Fayetteville, AR","Business Services","3.7","NA",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"AR"
"230"," Lockheed Martin","  – Rochester, NY","Aerospace &amp; Defense","3.7","$68k-$105k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"231"," National Grid","  – Waltham, MA","Oil, Gas, Energy &amp; Utilities","3.5","$62k-$96k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"232"," JetSmarter","  – Fort Lauderdale, FL","Travel &amp; Tourism","3.6","$67k-$103k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"233"," The Connors Group","  – New Jersey","Business Services","5.0","$68k-$110k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ey"
"234"," 6Sense","  – San Francisco, CA","Information Technology","4.3","$130k-$181k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"235",NA," Boston, MA","Information Technology","4.3","$71k-$102k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"236",NA," San Francisco, CA",NA,"NA","$96k-$144k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"237"," Dropbox","  – San Francisco, CA","Information Technology","4.1","$126k-$177k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"238"," NBA","  – New York, NY","Arts, Entertainment &amp; Recreation","3.4","$101k-$153k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY"
"239"," PREDICTif Solutions","  – Houston, TX","Accounting &amp; Legal","2.8","$90k-$138k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"240"," Allegiance Consulting","  – Colorado",NA,"5.0","$71k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"do"
"242"," Remitly","  – Seattle, WA","Finance","4.5","$82k-$121k(Glassdoor est.)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"243"," The Morning Consult, LLC","  – Washington, DC","Business Services","4.1","$75k-$122k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"244",NA," Silver Spring, MD",NA,"4.8","$76k-$111k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"245"," MITRE","  – McLean, VA","Business Services","3.7","$116k-$173k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"VA"
"246"," NCSOFT","  – San Mateo, CA","Media","2.8","$120k-$166k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"247"," Uber","  – San Francisco, CA","Information Technology","4.2","$113k-$158k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"248"," Deutsche Bank","  – Jacksonville, FL","Finance","3.3","NA",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"FL"
"249"," Radius Intelligence","  – San Francisco, CA","Information Technology","4.0","$124k-$173k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"251"," Snapchat ","  – Los Angeles, CA","Information Technology","3.9","$120k-$171k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"252",NA,"  – San Francisco, CA","Information Technology","NA","$98k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"253"," Health Catalyst","  – Salt Lake City, UT","Information Technology","4.7","$128k-$179k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"UT"
"254"," Levi, Ray & Shoup, Inc.","  – Woods Hole, MA","Information Technology","4.0","$71k-$110k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"255"," Quora, Inc.","  – Mountain View, CA","Information Technology","4.4","$118k-$174k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"256"," Frontier Communications","  – Norwalk, CT","Telecommunications","2.6","$78k-$122k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"258"," Deloitte","  – Chicago, IL",NA,"3.8","$118k-$175k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"IL"
"259"," CBS Corp","  – New York, NY","Media","3.4","$94k-$147k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"260"," University of Southern California","  – Los Angeles, CA","Education","4.3","$54k-$83k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"261"," Amazon.com","  – Palo Alto, CA",NA,"3.6","$133k-$189k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"262"," Torch","  – Saint Louis, MO","Business Services","2.7","$60k-$97k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"MO"
"265"," Divvy","  – Brooklyn, NY","Transportation &amp; Logistics","3.8","$38k-$49k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"NY"
"268",NA," New York, NY","Insurance","4.8","$49k-$65k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"270"," Geico","  – Chevy Chase, MD","Insurance","3.2","$71k-$108k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"271"," University of Chicago","  – Chicago, IL","Education","3.8","$56k-$88k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"272"," INFOMATICS","  – Saint Petersburg, FL","Information Technology","3.8","$68k-$109k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"FL"
"275"," Tumblr","  – New York, NY","Information Technology","3.9","$116k-$171k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"276"," Red Ventures","  – Charlotte, NC","Business Services","3.0","$63k-$97k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"278"," The Honest Company","  – Playa Vista, CA","Information Technology","3.1","$86k-$125k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"280"," RELX Group","  – Raleigh, NC","Media","3.6","$87k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"281"," Wish","  – San Francisco, CA","Retail","4.6","$119k-$166k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"284"," UNC Chapel Hill","  – Chapel Hill, NC","Education","4.0","$56k-$91k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"285",NA,"  – Radnor, PA",NA,"NA","$67k-$109k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"PA"
"286"," Towers Watson","  – Philadelphia, PA","Business Services","3.3","$73k-$112k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
