"","Company","Location","Industry","Rating","Salaries","Python","R","SAS","SQL","Java","Tableau","Spark","C","Perl","Excel","Hadoop","NoSQL","HBase","State"
"581"," Panjiva","  – Cambridge, MA","Information Technology","4.2","$58k-$89k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"583"," MetLife Group, Inc.","  – Charlotte, NC",NA,"3.3","$67k-$97k(Glassdoor est.)",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"584",NA," Los Angeles, CA","Business Services","2.9","$99k-$148k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"585"," Shape Security","  – Mountain View, CA","Information Technology","4.7","$103k-$148k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"586"," Apex Systems","  – Carlsbad, CA","Business Services","3.4","NA",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"587"," Delos","  – New York, NY","Business Services","3.5","$85k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"NY"
"588"," CitiMortgage","  – Long Island City, NY","Finance","2.9","$69k-$112k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"590"," Automated Insights","  – Durham, NC","Information Technology","4.9","$51k-$74k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NC"
"591"," 3M","  – Woodbury, MN","Manufacturing","3.8","$105k-$157k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MN"
"592"," Mercy Health","  – Cincinnati, OH","Health Care","3.2","$57k-$90k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"593"," Nauto","  – Palo Alto, CA","Information Technology","4.0","$94k-$136k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"594"," SAIC","  – Alexandria, VA","Information Technology","3.5","$80k-$120k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"596"," Tesco","  – Shire, TX","Retail","3.5","$60k-$96k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"597"," NASA's Jet Propulsion Laboratory","  – Pasadena, CA","Government","4.2","$86k-$126k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"599"," Rose International","  – Plano, TX","Business Services","3.5","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"600"," PulsePoint","  – New York, NY","Information Technology","3.9","$91k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"601"," Palo Alto Research Center","  – Palo Alto, CA","Business Services","3.6","$115k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"602"," Fahrenheit IT","  – Denver, CO","Business Services","3.5","NA",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"CO"
"603"," A2Z Development Center, Inc.","  – Seattle, WA",NA,"3.0","$126k-$184k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"604"," Kimberly-Clark","  – Neenah, WI","Manufacturing","3.7","$90k-$137k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"WI"
"605"," Berico Technologies","  – Gaithersburg, MD","Aerospace &amp; Defense","3.2","$88k-$131k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"606"," Trax Technologies","  – Scottsdale, AZ","Transportation &amp; Logistics","2.8","$67k-$97k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"AZ"
"607"," Solarwinds, Inc.","  – Cambridge, MA","Information Technology","2.9","$93k-$133k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"609"," Capital One","  – McLean, VA","Finance","3.8","$92k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"611"," Edifecs","  – Bellevue, WA","Information Technology","3.2","$120k-$167k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"612"," GSN (Game Show Network)","  – San Francisco, CA","Media","3.2","$114k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"613"," SaveSoft, Inc","  – Augusta, GA",NA,"5.0","$55k-$90k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"GA"
"614",NA," Boca Raton, FL","Information Technology","4.5","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"615"," Near(Singapore)","  – San Francisco, CA","Information Technology","4.0","$111k-$179k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"617"," Farmer's Business Network, Inc.","  – San Carlos, CA","Agriculture &amp; Forestry","4.1","$101k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"618",NA,"  – Greenwich, CT",NA,"NA","$71k-$109k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CT"
"619"," Halfaker and Associates","  – Arlington, VA","Information Technology","4.4","$84k-$127k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"620",NA,"  – Chicago, IL",NA,"NA","NA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"621"," Neiman Marcus","  – Dallas, TX","Retail","3.2","$95k-$142k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"TX"
"622"," Healthfirst (New York)","  – New York, NY","Insurance","2.7","$75k-$115k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"623"," Faraday Future","  – United States","Manufacturing","3.2","$85k-$127k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"es"
"624"," Alta It Services","  – Adelphi, MD","Information Technology","3.9","$90k-$134k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"625",NA,"  – Hinesburg, VT",NA,"NA","$75k-$127k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VT"
"626",NA," Woodland Hills, CA","Real Estate","NA","$86k-$135k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"627"," Invesco","  – New York, NY","Finance","3.6","$79k-$127k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"NY"
"628"," Creospan","  – Irving, TX","Information Technology","3.2","NA",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"TX"
"629"," Adams Gabbert","  – Kansas City, MO","Business Services","4.0","$70k-$112k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"630",NA," Santa Clara, CA","Health Care","4.3","$91k-$132k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"631"," Alternate Communications International","  – Basking Ridge, NJ","Telecommunications","3.7","$74k-$117k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"NJ"
"633"," TSR Consulting","  – New York, NY","Business Services","3.6","NA",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"NY"
"634"," Schireson Associates","  – New York, NY","Business Services","5.0","$84k-$134k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"636"," tronc","  – Los Angeles, CA","Media","2.8","$89k-$135k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"637",NA," Chicago, IL","Manufacturing","2.4","$80k-$119k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"638"," Ascena Retail Group","  – Pataskala, OH","Retail","3.5","$84k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"639"," Mist Systems","  – Cupertino, CA",NA,"4.0","$101k-$154k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"641",NA,"  – Chicago, IL","Finance","NA","$77k-$123k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"642"," VSolvit LLC","  – Corona, CA","Government","4.0","$49k-$78k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"643",NA," Cambridge, MA","Business Services","4.1","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"644",NA,"  – Oakland, CA",NA,"NA","$98k-$139k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"645"," Analytical Mechanics Associates","  – Plano, TX","Business Services","3.5","$85k-$128k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"646"," Blueprint Consulting Services","  – Bellevue, WA","Business Services","3.4","$108k-$153k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"WA"
"647"," Apria Healthcare","  – Lake Forest, CA","Health Care","2.6","$70k-$107k(Glassdoor est.)",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"CA"
"649"," Mariner Finance","  – White Marsh, MD","Finance","2.8","$63k-$98k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"MD"
"650"," Hallmark","  – Kansas City, MO","Manufacturing","3.3","$89k-$138k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"MO"
"651"," Search Discovery","  – Atlanta, GA","Business Services","4.7","$64k-$96k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"GA"
"653"," Novetta","  – Springfield, VA","Information Technology","3.6","$109k-$161k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"VA"
"654"," CATCH Intelligence","  – Topeka, KS",NA,"4.0","$73k-$114k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"KS"
"655"," Iconma, L.L.C.","  – Chesterfield, MO","Business Services","3.5","NA",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"MO"
"656"," Hewlett Packard Enterprise","  – Santa Clara, CA","Information Technology","3.3","$97k-$139k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"657"," Chef'd","  – El Segundo, CA","Restaurants, Bars &amp; Food Services","2.9","$80k-$118k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"658"," In-Q-Tel","  – Menlo Park, CA","Finance","3.2","$101k-$142k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"659"," Engage3","  – Davis, CA","Information Technology","4.1","NA",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"662"," BBYO","  – Washington, DC","Non-Profit","3.7","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DC"
"663"," New York Life Insurance Co","  – New York, NY","Insurance","3.4","$116k-$174k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"665"," Dstillery","  – New York, NY","Business Services","4.2","$115k-$166k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"666",NA," Jacksonville, FL","Business Services","3.7","$95k-$150k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"667"," Blue Origin","  – Kent, WA","Aerospace &amp; Defense","3.8","$110k-$149k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"WA"
"669"," PlaceIQ","  – New York, NY","Information Technology","3.1","$96k-$147k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"670"," SunAmerica Affordable Housing Partners","  – New York, NY","Finance","3.0","$93k-$161k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NY"
"671"," Penn State University","  – University Park, PA","Education","4.2","$54k-$67k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"672"," Corporate Labs Technology","  – Brisbane, CA","Manufacturing","2.9","$137k-$190k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"673",NA,"Creating","Information Technology","3.5","NA",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ng"
"674"," Two Sigma","  – New York, NY","Finance","4.4","NA",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"675"," Geneva Trading","  – Chicago, IL","Finance","3.9","$65k-$110k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"676"," Planned Systems International","  – Arlington, VA","Information Technology","4.4","$103k-$154k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"677",NA," Blacksburg, VA","Business Services","4.5","$35k-$53k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"678"," Amazon.com","  – Seattle, WA",NA,"3.6","NA",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"679"," NBA","  – Cleveland, OH","Arts, Entertainment &amp; Recreation","3.4","$66k-$100k(Glassdoor est.)",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"685"," Mapbox","  – San Francisco, CA","Information Technology","4.4","$139k-$192k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"686"," Deloitte","  – Cincinnati, OH",NA,"3.8","$105k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"687"," Cars.com","  – Chicago, IL","Media","3.2","$76k-$112k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"IL"
"688"," Uber","  – San Francisco, CA","Information Technology","4.2","$113k-$158k(Glassdoor est.)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"689"," Aruba Networks","  – Santa Clara, CA","Information Technology","3.7","$127k-$179k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"690"," MTM","  – Houston, TX","Transportation &amp; Logistics","3.1","$51k-$77k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"TX"
"691"," General Dynamics Ordnance and Tactical Systems","  – Springfield, VA","Aerospace &amp; Defense","3.1","$82k-$122k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"693",NA," San Jose, CA",NA,"NA","$105k-$155k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"694",NA,"  – Washington, DC",NA,"NA","$78k-$125k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"DC"
"695"," ICF","  – Fairfax, VA","Business Services","3.7","$87k-$130k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"696",NA,"  – Cambridge, MA",NA,"NA","$59k-$95k(Glassdoor est.)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"MA"
"697"," Oracle","  – Hanover, NH","Information Technology","3.4","$68k-$102k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"NH"
"699"," Huawei Technologies","  – Santa Clara, CA","Telecommunications","3.1","$110k-$163k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CA"
"700"," American Institutes for Research","  – Washington, DC","Non-Profit","2.9","$86k-$128k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"DC"
"701"," Rapid7","  – Cambridge, MA","Information Technology","3.7","$99k-$140k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"703",NA," Saint Louis, MO","Information Technology","3.7","$119k-$176k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MO"
"704"," CarGurus","  – Cambridge, MA","Information Technology","4.0","$119k-$170k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MA"
"705"," Brad's Deals","  – Chicago, IL","Information Technology","4.5","$55k-$86k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"IL"
"706"," International Software Systems","  – Greenbelt, MD","Information Technology","4.4","$54k-$83k(Glassdoor est.)",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"MD"
"707"," Prime Team Partners","  – Bellevue, WA","Business Services","4.7","NA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"WA"
"708"," DISH Network","  – Englewood, CO","Telecommunications","2.6","$65k-$102k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"CO"
"709",NA," Santa Clara, CA","Information Technology","3.1","$112k-$163k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"710",NA," San Francisco, CA",NA,"NA","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"711"," Hertz Corporation","  – Estero, FL","Travel &amp; Tourism","2.6","$63k-$100k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"712",NA," Cincinnati, OH","Business Services","3.7","$87k-$132k(Glassdoor est.)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"OH"
"714"," Babson Capital Management","  – Boston, MA","Finance","4.1","$103k-$156k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"MA"
"715"," Amazon Web Services, Inc.","  – Pittsburgh, PA",NA,"3.6","$94k-$135k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"PA"
"716"," DigitalGlobe","  – Herndon, VA","Information Technology","3.1","$87k-$123k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"VA"
"717"," Blue Bottle Coffee","  – Oakland, CA","Retail","3.1","$106k-$154k(Glassdoor est.)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"718"," Stanford University","  – Stanford, CA","Education","4.2","$81k-$119k(Glassdoor est.)",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CA"
"719"," Johnson Controls","  – Milwaukee, WI","Manufacturing","3.3","$85k-$130k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"WI"
"720"," JPS Health Network","  – Fort Worth, TX","Health Care","3.6","$61k-$94k(Glassdoor est.)",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"TX"
"722"," Dime Community Bancshares","  – Brooklyn, NY","Finance","3.1","$59k-$94k(Glassdoor est.)",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"NY"
"723"," Citibank","  – Jacksonville, FL","Finance","3.4","$72k-$111k(Glassdoor est.)",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"FL"
"724"," Wallace Myers International","  – Kerry, ND","Business Services","4.9","$59k-$97k(Glassdoor est.)",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"ND"
